id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4588823,Your Downtown Home!,23786982,Sarah And Steve,,78702,30.25513,-97.73309,Entire home/apt,300,5,41,2021-08-08,0.46,2,8,1,
4596762,1 bedroom apt south Austin,23827162,Laurie,,78704,30.23889,-97.79033,Entire home/apt,120,1,13,2017-10-08,0.15,1,0,0,
4628659,The Winehouse above Barton Springs,4882441,Valentina,,78704,30.2616,-97.76557,Entire home/apt,156,14,5,2021-10-25,0.05,3,158,4,
4137101,Hidden Spring,21462194,Joaquin,,78704,30.25979,-97.77298,Entire home/apt,125,5,1,2018-07-09,0.02,1,0,0,
4645766,Heart House: Top floor Patio View; King bed; 2 blks to Zilker!,15219795,Cynthia,,78704,30.25976,-97.77286,Entire home/apt,161,3,66,2022-05-15,0.77,10,171,8,
4141322,Apartment available for for ACL,916736,Cavason,,78745,30.22165,-97.79177,Entire home/apt,150,1,0,,,1,0,0,
4678565,Light and Joy in Heart of Austin with Peaceful Library,21607195,Pixie,,78704,30.23325,-97.77968,Private room,886,120,193,2019-08-20,2.15,6,61,0,
4683769,2 comfy twin beds with guest living room,24219589,Grace,,78754,30.35872,-97.66491,Private room,87,2,6,2022-04-24,0.64,3,68,6,
3155735,Spacious 3BD Minutes from Downtown,15104542,Dean,,78725,30.25998,-97.67369,Entire home/apt,300,1,3,2016-03-15,0.03,1,159,0,
4144319,Quaint Apartment Near Downtown,16870173,Paxton,,78741,30.23755,-97.71685,Private room,30,1,1,2015-07-25,0.01,1,0,0,
3163510,FENCED BACKYARD! DOWNTOWN AUSTIN-2 BLOCKS TO 6thST,16047277,Mireille,,78703,30.27452,-97.75682,Entire home/apt,136,1,262,2022-05-17,2.79,17,307,3,
3214547,ALL *WATER* RECREATION right HERE! SUP/KAYAK/SWIM,16243944,Lisa,,78704,30.26136,-97.76852,Entire home/apt,6000,3,4,2021-06-13,0.06,3,365,1,
3225770,Modern Downtown Austin Condo for 2!,382510,Christina,,78701,30.27014,-97.74169,Entire home/apt,250,30,37,2022-03-04,0.41,2,91,6,
3229143,Colorful 2/1 w private hot tub in Barton Hills.,579290,Jay,,78704,30.2454,-97.7852,Entire home/apt,171,30,118,2022-04-24,1.29,25,290,25,
4718108,Relaxed Midcentury Modern,11784413,Albert,,78723,30.316327968080262,-97.67855992103203,Entire home/apt,300,28,0,,,1,203,0,
4719452,"Austin, Texas",17682220,Cindy,,78738,30.31618,-97.9173,Private room,45,2,7,2016-09-23,0.08,1,0,0,
4145599,"Cozy, quiet condo in heart of city.",16675705,Joey,,78703,30.28534,-97.76376,Entire home/apt,90,30,138,2022-06-02,1.54,1,80,4,
4734283,Mindfulness Retreat,3311953,Sarah,,78746,30.29113,-97.83632,Private room,240,2,0,,,1,0,0,
4742900,Relax with Vinyl and Sunlight in Joyful Austin Home,21607195,Pixie,,78704,30.23387,-97.77898,Entire home/apt,599,30,62,2020-04-09,0.68,6,281,0,
4756372,Luxe Spa Gem of East Austin!,1157982,Lyon,,78702,30.2572,-97.73147,Entire home/apt,775,4,65,2022-05-23,0.75,4,248,18,
3230604,2 bedrm Private Pool on Lake Travis,16350192,Kimberly,,78732,30.4165,-97.88943,Entire home/apt,149,1,284,2021-07-05,2.94,1,0,1,
4150237,Gorgeous Condo (ACL Ideal Location),21531168,Michael,,78703,30.27615,-97.76403,Entire home/apt,650,1,0,,,1,0,0,
3271554,Sunny 1 BR Apt in Travis Heights,19004136,Adriana,,78704,30.23777,-97.74116,Entire home/apt,59,31,28,2020-11-20,0.29,1,0,0,
4764568,Unique architect-designed home with lap pool,424153,David,,78757,30.33809,-97.73347,Entire home/apt,562,3,9,2022-01-04,0.18,1,147,2,
4774398,"Bachelorette Party HQ, 15 Beds, 5 min to DT",12864396,Dallas,,78731,30.32853,-97.75754,Entire home/apt,1454,1,30,2022-05-10,0.33,1,286,2,
4151136,Room in Beautiful South Austin Home,21536149,Jake Thomas,,78748,30.18544,-97.80978,Private room,50,1,2,2016-07-04,0.02,1,0,0,
4154464,Quiet loft/condo in hip East Austin,21519905,Kristen,,78702,30.26075,-97.72568,Entire home/apt,89,2,38,2018-09-30,0.41,1,0,0,
4775925,Luxury Exec Home in North Austin,6263811,Sam,,78717,30.49395,-97.79039,Entire home/apt,109,183,18,2021-11-30,0.21,1,152,1,
4776659,"Beautiful, Central 4-Bed Townhouse",20554304,David,,78723,30.30011,-97.70155,Entire home/apt,299,2,71,2017-03-28,0.80,1,0,0,
3271751,1Br/1Ba on Greenbelt; Close to DT,16542867,Staci,,78735,30.24017,-97.81782,Entire home/apt,89,5,0,,,1,0,0,
3281553,Gorgeous Central Austin Bungalow,7335335,Lorna,,78756,30.31291,-97.74051,Entire home/apt,349,3,25,2022-03-20,0.30,2,219,6,
3294395,Explore Downtown Austin from a Designer Condo,1488733,Vacasa Texas,,78703,30.27322,-97.75479,Entire home/apt,195,2,99,2022-04-28,1.05,29,361,8,
4156208,"Amazing Home for ACL, near Downtown",440453,Ricky,,78704,30.23571,-97.76411,Entire home/apt,750,83,0,,,1,0,0,
3294758,Explore the Heart of Austin from an Airy Studio,16647148,Elizabeth,,78705,30.28903,-97.72792,Entire home/apt,108,2,43,2019-11-17,0.93,1,0,0,
3349126,The Norwalk by Lodgewell >>Tarrytown Vintage Vibes,15782486,Lodgewell,,78703,30.28875,-97.7718,Entire home/apt,145,1,95,2022-05-17,1.05,50,177,15,
3349679,The Littlefields by Lodgewell | Work From Home! B3,15782486,Lodgewell,,78701,30.26921,-97.74289,Entire home/apt,312,1,178,2022-05-30,1.85,50,173,25,
3349943,"★ Cheery, Modern  Retreat near SoCo & Downtown ★",80406,Dani,,78704,30.24545,-97.74007,Entire home/apt,207,3,126,2022-06-05,1.47,12,141,27,
4157318,Best.Location.Ever... South Congress 3BR2BA EV,21573147,Paula,,78704,30.24834,-97.75499,Entire home/apt,699,1,22,2017-12-27,0.29,2,56,0,
3386939,Stroll to the River from a Serene Home in Holly,17088289,Amina,,78702,30.250532,-97.722946,Entire home/apt,153,1,499,2022-06-08,6.49,4,220,72,
4795682,Central Austin Treehouse Studio Apt,9542181,Kim,,78722,30.28746,-97.72103,Entire home/apt,98,7,127,2022-06-07,1.52,1,294,30,
4163685,Easy-living East Austin Bungalow,21609264,David,,78721,30.27163,-97.68587,Entire home/apt,135,2,82,2022-05-30,0.88,1,335,7,
4808400,Waterfront Condo at Lakeway Resort,24766491,Vinson,,78734,30.37585,-97.98502,Entire home/apt,343,2,2,2016-07-14,0.03,1,0,0,
4164084,SoCo Loft style apartment,10182576,Jason,,78704,30.22392,-97.75439,Entire home/apt,99,30,64,2022-04-15,0.69,3,285,6,
4809429,Superb West Downtown Location!,24771018,David,,78703,30.27428,-97.75514,Entire home/apt,150,1,3,2015-10-13,0.04,1,0,0,
4811246,Sunny Casual East Austin Home,22248765,Jennifer,,78722,30.28702,-97.71384,Entire home/apt,200,7,3,2016-03-17,0.03,2,37,0,
3404974,Country living near the City,2946632,Ellen And Tom,,78737,30.18493,-97.94346,Entire home/apt,135,7,14,2022-01-17,0.26,1,219,3,
3416245,Monet's Cottage (main home),11897676,Gale (Adriana),,78733,30.34685,-97.85819,Entire home/apt,135,3,14,2022-06-02,0.15,3,316,6,
3424259,Roadside Attraction: Walk Downtown,880571,Angel,,78702,30.26934,-97.72366,Entire home/apt,78,2,485,2022-05-25,5.37,5,62,67,
4164781,Cycle Along Trails near an Arty Loft in East Austin,21615823,Joe And Susan,,78702,30.256058,-97.726799,Entire home/apt,142,2,303,2022-06-05,3.25,1,246,19,
3432804,Modern remodeled house with pool,15896164,Catherine,,78741,30.24538,-97.73281,Entire home/apt,600,3,10,2021-10-25,0.11,1,110,1,
4814446,The Global Getaway in Hip East Austin,22895951,Pallu,,78702,30.25531,-97.73568,Entire home/apt,443,2,248,2022-05-08,2.76,1,197,23,
4171527,Creekside Cottage near Lake Austin,21637441,Katheryn,,78733,30.339581,-97.852844,Entire home/apt,200,2,84,2022-04-11,0.95,1,324,6,
4815071,"Downtown Charming Bungalow Home SXSW, ACL, F1",24797843,Paula,,78703,30.27783,-97.75846,Entire home/apt,498,4,10,2021-11-06,0.13,1,241,1,
4820267,"MODERN downtown area guest house - walkable location - great yard - EV charger.  Parking at front door.  5 minutes to downtown.  1 block to restaurants, grocery, coffee.  Veteran owned local small business.",10292686,Capitol Hill Stay,,78703,30.28161,-97.76093,Entire home/apt,170,30,62,2022-05-04,0.71,4,325,13,
4821958,Modern Craftsman Style House,2862517,Robert,,78751,30.31176,-97.72936,Entire home/apt,205,3,243,2022-05-22,2.74,2,55,35,
3432834,Tiny garden cottage,8243517,Jennifer,,78702,30.2599,-97.73052,Entire home/apt,101,3,203,2022-06-07,2.12,2,148,32,
3475010,"Cozy Studio 2 blks from Park, Barton Springs; 2 mi to DT!",15219795,Cynthia,,78704,30.26108,-97.77264,Entire home/apt,122,3,83,2022-05-22,0.89,10,279,20,
3478000,"Treehouse - View, 2 blks to Park, Springs, Trails; 2 mi to Downtown",15219795,Cynthia,,78704,30.25976,-97.77286,Entire home/apt,181,3,85,2022-05-21,0.92,10,177,13,
4171708,"Downtown Treetop Hideaway- SXSW, 6th St, UT Campus",2934425,Brett,,78701,30.27912,-97.74591,Entire home/apt,184,2,623,2022-05-22,7.25,11,124,63,
3495822,Private Room In North Austin,17601099,Emily,,78759,30.40539,-97.75274,Private room,55,1,0,,,1,0,0,
4845924,Family Home with yard and playroom,6877708,Erin,,78752,30.33115,-97.70926,Entire home/apt,314,2,32,2022-05-02,0.36,1,31,4,
4171932,Boho Vibes off SoLa - Near Everything Austin!,4159206,Priya,,78704,30.23998,-97.7801,Entire home/apt,189,2,19,2021-11-14,0.20,1,0,2,
4172577,"SxSW, ACL central apt &lots charm!",6364170,Adriana,,78703,30.2957,-97.78194,Entire home/apt,150,3,0,,,2,0,0,
4174180,🪴 Sweet Space | Close to Rainey St | Tucked Away,2064443,Sarah,,78702,30.25805,-97.73169,Entire home/apt,162,3,303,2022-06-03,3.26,1,153,65,
4848222,Modern/rustic eastside retreat,2267961,Jesse,,78702,30.27313,-97.72038,Entire home/apt,216,1,174,2022-06-03,1.97,2,298,43,
4849820,"Private Room& bath, easy walk downtown or SoCo (g)",1804184,Murray,,78704,30.24956,-97.75663,Private room,70,730,32,2018-05-21,0.38,5,179,0,
4855450,Walk to ACL - 3bd Modern town house w/ back deck,2936553,Dan & Davina,,78704,30.26139,-97.77815,Entire home/apt,480,3,11,2018-03-14,0.12,1,0,0,
3504013,Home/Private deck near Zilker Park,16254839,Mary,,78704,30.25431,-97.77612,Entire home/apt,115,31,68,2019-06-01,0.71,1,0,0,
4174892,"The Littlefields by Lodgewell, Corner Loft Trio of Balconies",15782486,Lodgewell,,78701,30.26786,-97.74274,Entire home/apt,567,1,158,2022-05-29,1.69,50,148,24,
4856743,Walk to Hip E Side+DT from Elegant Carriage House!,1827958,Bryce And Rachael,,78702,30.26145,-97.7287,Entire home/apt,128,30,289,2022-02-19,3.25,2,2,3,
4184049,Relaxing Spacious Downtown South,3517669,George,,78745,30.22099,-97.77479,Entire home/apt,305,3,213,2022-05-15,2.29,1,230,40,
4871772,East Austin (Riverside) Near Transportation,306525,Ana-Maria,,78741,30.22998,-97.71788,Private room,30,14,0,,,1,0,0,
4184743,Cheerful South Austin 3-Bedroom Home w/ huge yard,2200710,Laurent,,78745,30.192236,-97.791656,Entire home/apt,207,3,0,,,2,75,0,
3513732,Bright & Spacious Home with Yard in Central Austin,17692740,Andrew,,78751,30.31031,-97.71602,Entire home/apt,205,3,15,2022-05-15,0.16,1,266,9,
4186778,The Littlefields by Lodgewell > Three Huge Balconies & Views,15782486,Lodgewell,,78701,30.2671,-97.74065,Entire home/apt,848,1,154,2022-05-31,1.68,50,169,25,
4191216,The Littlefields by Lodgewell | Chic Loft | A2,15782486,Lodgewell,,78701,30.26912,-97.74287,Entire home/apt,323,1,205,2022-05-25,2.19,50,115,36,
4194853,The Littlefields by Lodgewell | Great Location B2,15782486,Lodgewell,,78701,30.26702,-97.74265,Entire home/apt,302,1,158,2022-05-01,1.70,50,103,9,
4195180,The Littlefields by Lodgewell | City Loft | B7,15782486,Lodgewell,,78701,30.26676,-97.74245,Entire home/apt,347,1,130,2022-05-01,1.39,50,165,9,
4196884,"Elegant and well-equipped cottage w/sunroom, great location, free WiFi",1488733,Vacasa Texas,,78703,30.279885135580745,-97.76321725041706,Entire home/apt,126,2,79,2022-05-22,0.86,29,359,11,
4198303,"Quirky, Rustic Home close to Downtown",9328324,Roland,,78723,30.32094,-97.68543,Entire home/apt,116,2,372,2022-05-23,3.99,3,251,47,
4871898,Walking distance to Downtown!,18103183,Charlotte,,78704,30.25221,-97.7655,Entire home/apt,450,2,0,,,1,0,0,
4881360,Stunning dog-friendly house w/private gas grill & deck -steps to South Congress,1488733,Vacasa Texas,,78704,30.24969711170757,-97.74792035123463,Entire home/apt,540,2,79,2022-05-20,0.90,29,359,24,
4199426,Walk to ACL,4933753,Jeremy,,78703,30.28365,-97.75847,Entire home/apt,500,1,0,,,1,0,0,
4886509,2x2 Apt. near downtown & Townlake,23955346,Adan,,78741,30.24042,-97.71669,Entire home/apt,400,4,0,,,1,0,0,
4886987,Room in Modern Home in Soco SXSW,5356163,Benjamin,,78704,30.23359,-97.76673,Private room,125,5,3,2022-03-20,0.04,2,361,1,
3534046,Spacious Condo: All Yours!,17480862,Blake,,78745,30.20956,-97.81898,Entire home/apt,77,29,31,2022-04-04,0.36,1,202,6,
4202378,"Stylish Guest House-ACL, F1...",12868923,Roanna,,78756,30.32313,-97.74235,Entire home/apt,125,2,65,2022-05-07,0.70,1,215,14,
4204808,1-bedroom apartment close to ACL,10921161,Jeff,,78746,30.25708,-97.79326,Entire home/apt,250,2,0,,,1,0,0,
3539813,Cozy Cottage in East Austin,17819821,James,,78702,30.26613,-97.71821,Entire home/apt,115,2,70,2020-03-01,0.75,1,63,0,
4217792,Entire Apt ON Town Lake 4 ACL,21890477,Jd,,78704,30.26413,-97.76126,Entire home/apt,5000,2,7,2016-10-04,0.07,2,365,0,
3543315,1 BEDROOM APT RENTAL FOR ACL,11941581,Cameron,,78741,30.24884,-97.7354,Entire home/apt,500,1,0,,,1,0,0,
4218296,"Great 1 Bed, 2 Bath Apartment ACL!",21893791,Ben,,78746,30.25941,-97.7898,Entire home/apt,400,1,0,,,1,0,0,
4224100,Fantastic house: huge kitchen&porch,1575610,Nathalie,,78745,30.21308,-97.80978,Entire home/apt,150,30,27,2022-03-15,0.29,1,299,2,
4900223,Lake Austin Cottage,25222752,Patty,,78746,30.32694,-97.78069,Entire home/apt,90,5,20,2019-08-26,0.22,1,0,0,
4901443,Relax and See the City in a Unique Forest House in Travis Heights,169512,Charlotte,,78704,30.2467,-97.73835,Entire home/apt,250,3,11,2021-09-06,0.19,3,44,3,
4224760,Very Cozy 1BD with Parking,21923273,Saurabh,,78704,30.26063,-97.77304,Private room,113,1,34,2022-05-24,0.39,1,78,17,
3543410,Glamorous and Tranquil Suite Steps from South Congress,16787151,Barbara And Robert,,78704,30.24585,-97.75284,Private room,135,2,162,2022-06-06,1.76,2,128,29,
3548997,The Littlefields by Lodgewell | Downtown Loft | A4,15782486,Lodgewell,,78701,30.26857,-97.74219,Entire home/apt,357,1,146,2022-06-01,1.52,50,162,19,
3549253,The Littlefields by Lodgewell | Heart of ATX | A6,15782486,Lodgewell,,78701,30.26818,-97.74281,Entire home/apt,297,1,189,2022-05-25,1.97,50,156,19,
3549443,The Littlefields by Lodgewell - Stylish Downtown Loft,15782486,Lodgewell,,78701,30.26702,-97.74087,Entire home/apt,357,1,146,2022-05-29,1.52,50,170,10,
4224800,TinyTiny1 House -EZ in SxSAustin,1568741,Jim O',,78745,30.20988,-97.76899,Private room,54,2,96,2022-06-06,1.03,16,355,36,
4225262,Quaint S. Austin/Downtown Bungalow,143535881,Jake,,78704,30.25953,-97.75384,Entire home/apt,400,5,11,2022-03-31,0.12,1,40,6,
3567906,Entire Bungalow and Private Casita in Bouldin,1424080,Lisa,,78704,30.2525,-97.75655,Entire home/apt,589,3,0,,,3,0,0,
3609272,"The Littlefields by Lodgewell, Urban Loft by Driskill Hotel",15782486,Lodgewell,,78701,30.26784,-97.74289,Entire home/apt,333,1,132,2022-04-12,1.43,50,160,13,
3613678,South Congress Condo,11827131,Allison,,78704,30.23866,-97.74815,Entire home/apt,214,2,21,2019-03-18,0.24,1,0,0,
3615030,Amazing Downtown Town Home,746455,Michael,,78703,30.27722,-97.75142,Entire home/apt,478,3,41,2021-10-24,0.43,4,257,3,
4905837,1 /1 overlooks courtyard,25257772,Brian,,78738,30.30083,-97.93214,Entire home/apt,150,1,0,,,1,0,0,
4906604,Cozy Zilker Cottage,385944,Tami,,78704,30.25269,-97.77414,Entire home/apt,125,30,48,2019-10-14,0.53,1,196,0,
4906733,"Open, Airy Tiny House-Central & UT!",25263023,Trish,,78703,30.30857,-97.75748,Entire home/apt,70,2,593,2022-06-05,6.61,1,22,90,
4914582,"Large, Modern Apt on South Congress",326078,Marisa,,78704,30.25284,-97.74878,Entire home/apt,130,2,10,2016-04-17,0.13,1,0,0,
4926196,1 of 2 Private Bedroom in South Austin Home,25376558,Matt,,78745,30.21039,-97.81143,Private room,95,30,6,2017-11-01,0.07,2,0,0,
4226176,Trendy east downtown apartment,7352542,Alexandra,,78702,30.27085,-97.73234,Entire home/apt,175,1,3,2015-09-27,0.03,1,0,0,
4931574,Gorgeous Spacious Home in the Middle of Everything,25405315,Daniel,,78741,30.22498,-97.69297,Entire home/apt,416,1,302,2022-05-27,3.43,3,232,44,
4227044,Chicken Coop Tiny Cottage,21937265,Jay And Jayne,,78757,30.35756,-97.74281,Entire home/apt,76,4,397,2022-05-31,4.26,1,71,33,
4932506,Private East Austin Suite,25410909,Courtney,,78702,30.26299,-97.71655,Private room,50,1,3,2015-12-11,0.04,1,0,0,
4936914,S. Congress MidMod Retreat - King Suite & Big Yard,1099423,Gerard,,78745,30.20607,-97.7645,Entire home/apt,298,2,22,2022-06-05,0.25,1,353,7,
4941458,The Treecycle,169512,Charlotte,,78704,30.24455,-97.73776,Entire home/apt,98,3,264,2022-06-05,2.97,3,322,36,
4942407,Moontower Studio - S. Congress,1093746,Amy,,78704,30.24141,-97.7475,Entire home/apt,60,30,39,2020-04-12,0.44,1,29,0,
3629021,Austin Downtown-Adjacent Private & Updated condo!,8678004,Eirian,,78704,30.24323,-97.76131,Entire home/apt,65,68,26,2022-02-28,0.27,1,183,3,
3637181,Casita Riad - Oasis in the Heart of Austin,8638145,Pam,,78703,30.28365,-97.7605,Entire home/apt,150,30,25,2022-04-07,0.27,1,361,5,
3649811,Sophisticated Bohemian Townhouse near the East Side,2304514,Katrina,,78702,30.25881,-97.72616,Entire home/apt,475,3,106,2022-05-22,1.12,1,260,29,
4227584,Central Austin Home,4906697,Collin,,78703,30.27364,-97.75875,Entire home/apt,1000,1,0,,,1,0,0,
4943050,Zilker area SXSW Rental,25477236,Ryan,,78704,30.24543,-97.78577,Entire home/apt,1350,1,0,,,1,0,0,
4947590,Charming central austin room/s,25499986,Shayla And Tom,,78757,30.3466,-97.72866,Private room,125,5,0,,,1,0,0,
4955455,Clarksville's Bungalow in the Trees,25410492,Marilyn,,78703,30.2759,-97.76448,Entire home/apt,145,3,179,2022-05-15,1.99,1,330,34,
4235207,18th and West Ave bed&bath in 2/2,4496779,Nicole,,78705,30.28305,-97.74615,Private room,350,1,1,2015-03-22,0.01,1,0,0,
4966325,3 BD/2 BA House With Yard,7761082,Kate,,78704,30.23871,-97.77511,Entire home/apt,200,3,8,2017-03-14,0.09,1,0,0,
3654144,Private Room and Bath in East Austin Home,14928886,Nancy,,78702,30.2539,-97.71395,Private room,99,3,70,2021-10-10,0.86,1,12,1,
4235416,Cool studio in groovy central Austin,4779911,Jeanne Claire,,78756,30.32605,-97.73279,Entire home/apt,88,1,217,2022-06-05,2.33,1,36,31,
3667392,"★ Private, Sunny, Mid-Century near SoCo + DT ★",80406,Dani,,78704,30.24409,-97.74013,Entire home/apt,204,3,126,2022-03-26,1.36,12,158,19,
4236671,Entire Apt ON Town Lake,21890477,Jd,,78704,30.26426,-97.76188,Entire home/apt,1499,2,2,2016-10-10,0.03,2,365,0,
4242159,2 BR Hardwood House,22011023,Wade,,78752,30.32886,-97.71752,Entire home/apt,200,1,0,,,1,0,0,
3689085,TajMaSmall Guest Suite,18775364,Just,,78757,30.33356,-97.73679,Entire home/apt,113,2,367,2022-05-22,3.96,1,143,53,
4243313,Great Apt Walking To Everything!,9136151,Michael,,78704,30.25311,-97.74704,Entire home/apt,700,1,0,,,1,0,0,
3791735,Hip Bouldin Bungalow 2br/1bath,5732962,Brita,,78704,30.2492,-97.75787,Entire home/apt,150,3,31,2021-10-24,0.33,1,12,2,
4966926,2 BR 2 Bath Condo close to downtown,25605284,Jeremiah,,78741,30.22499,-97.74415,Entire home/apt,80,30,258,2021-08-27,2.92,1,40,3,
4244284,Great 2 bed. Walk to ACL/6th Street,22025268,Patrick,,78704,30.25311,-97.74906,Entire home/apt,500,2,0,,,1,0,0,
4974255,Tiny House in the Heart of the East Side,3353143,Anna & Chad,,78702,30.25622,-97.71446,Entire home/apt,140,2,858,2022-05-20,9.56,2,76,104,
3801572,Clean and Relaxing Getaway. Explore Central Texas!,6297487,Carol,,78722,30.30429,-97.71279,Private room,75,2,406,2022-06-08,4.34,1,313,59,
3802304,Gorgeous home in South Austin,408387,Tanya,,78745,30.22915,-97.81252,Private room,86,30,1,2017-06-18,0.02,1,363,0,
4247914,Long Term Rental w/ River Access & all Amenities,27557590,Tess,,78725,30.25883,-97.66887,Entire home/apt,159,30,55,2019-03-17,0.64,1,0,0,
4974594,Artsy SOLA Home _ Entire Home,25642947,Rhonda,,78704,30.24392,-97.77249,Entire home/apt,275,6,1,2018-03-13,0.02,1,32,0,
4250366,1 bedroom w/ private bath,22055850,Aj,,78704,30.24042,-97.78804,Private room,225,1,0,,,1,0,0,
4255787,"Clean, Cute & Comfy in N Austin!",14339988,Ruby,,78727,30.42803,-97.69553,Private room,41,30,162,2022-05-15,1.73,3,194,11,
4256978,SXSW North Central 2BD with Parking,22091235,Nigel & Kayla,,78751,30.32014,-97.72779,Entire home/apt,250,4,0,,,1,0,0,
4986597,Modern Condo,25706786,Federico,,78745,30.20551,-97.80587,Entire home/apt,134,30,0,,,3,365,0,
4258466,1BD Treehouse Hyde Park,5350399,Chris,,78705,30.2971,-97.73246,Private room,80,2,6,2018-05-27,0.07,2,0,0,
4267874,east side fun,22155853,Brian,,78702,30.25882,-97.71365,Entire home/apt,329,2,35,2022-04-25,0.55,1,0,2,
4997682,Travis Heights Bungalow with Shaded Porch,2076136,Kathleen,,78704,30.24465,-97.73865,Entire home/apt,396,4,28,2022-05-04,0.48,2,304,3,
4998371,The Purple Pussy Palace!,985723,Fiona,,78723,30.28885,-97.67078,Private room,99,15,8,2015-05-24,0.09,1,0,0,
5001074,Sunny & Cozy in Central Austin,20627680,Maria & Jose,,78703,30.29262,-97.76361,Entire home/apt,140,3,133,2022-06-06,1.48,1,136,23,
5006191,Cherrywood House,1834167,Grace Marie,,78722,30.28587,-97.71903,Entire home/apt,250,7,9,2021-08-01,0.10,4,0,1,
5007355,Hilltop Home with view of Capitol & Downtown,1789111,Ben,,78703,30.27725,-97.75402,Entire home/apt,61,1,22,2017-12-27,0.31,1,0,0,
3831262,"Heart of East Austin, Walk to #1 Coffee Shop (M)",18668621,Peter,,78702,30.26728,-97.7185,Entire home/apt,142,1,263,2022-05-24,2.82,3,78,13,
4278536,Renovated 1940s Bungalow in the Heart of Central East Austin,4018268,Bradley,,78702,30.28079,-97.71166,Entire home/apt,189,1,283,2022-05-17,4.96,2,332,67,
4279470,Family Friendly 3/2-Heart of Austin,4942000,Shannon,,78757,30.34601,-97.72367,Entire home/apt,200,3,17,2016-07-05,0.18,1,0,0,
5013929,East Austin Oasis next to Downtown,419749,Sara And Manny,,78702,30.27596,-97.71551,Entire home/apt,499,5,13,2022-03-19,0.15,1,92,2,
4279738,Adagio Room B & BBQ,21987980,Sam,,78748,30.18354,-97.82885,Private room,49,30,61,2022-05-19,0.68,5,206,5,
4284646,"Modern, cozy 1bd/1ba Downtown!",22241503,Patrick,,78704,30.25755,-97.74887,Entire home/apt,400,1,1,2016-03-17,0.01,1,0,0,
5020354,"Hip Oasis, Backyard Forest & Hot Tub",12628034,Michael,,78723,30.30999,-97.70325,Entire home/apt,172,2,388,2022-06-05,4.36,2,335,61,
3835751,Spacious South Austin Getaway,19752181,Tony And Carrie,,78745,30.19707,-97.81306,Entire home/apt,433,2,7,2022-06-05,0.58,1,79,7,
4285742,Bright Mid Century Refuge with Fenced Yard,80406,Dani,,78704,30.24113,-97.74168,Entire home/apt,212,3,185,2022-05-24,2.00,12,146,38,
5021987,Charming Travis Heights Bungalow with Shaded Porch,2076136,Kathleen,,78704,30.24263,-97.74064,Entire home/apt,204,4,441,2022-05-23,5.01,2,0,43,
4288292,Aztec Room B & BBQ,21987980,Sam,,78748,30.1844,-97.82971,Private room,49,30,46,2022-05-14,0.52,5,295,5,
4288403,Private Guest House - Central/Rosedale,21153184,Aaron And Leigh,,78756,30.31125,-97.74759,Entire home/apt,117,1,337,2022-06-01,3.61,1,32,42,
5031470,"SOCO local, Big 5BR, SwimSpa-14', seats 10, Sauna",25184902,Maria,,78704,30.23604,-97.74897,Entire home/apt,2213,2,241,2022-05-15,2.74,1,283,40,
4289075,2 Cozy Bedrooms- 25 min. from Race.,22268233,Brandon,,78739,30.1419,-97.85239,Entire home/apt,400,1,0,,,1,0,0,
5037023,Charming & Soulful Oasis Deep in the ♥️ of Zilker,1355445,Alison,,78704,30.25498,-97.77335,Entire home/apt,440,30,10,2022-03-27,0.11,1,160,1,
5037417,Central 3bed/3bath home. 30 Day minimum stay,11706636,Holly,,78756,30.31478,-97.74487,Entire home/apt,347,30,4,2016-03-20,0.05,1,0,0,
3840726,Creekside Casita,19789267,Barbara,,78737,30.15793,-97.94311,Entire home/apt,175,2,284,2022-06-05,3.05,1,295,36,
4293731,"East Austin bungalow - near downtown, kid friendly",795079,Brad,,78702,30.27759,-97.71461,Entire home/apt,295,5,15,2022-03-20,0.17,1,9,3,
3868266,Funky Austin retreat,19972479,Hayley,,78703,30.27824,-97.7539,Entire home/apt,75,30,28,2022-01-02,0.30,1,125,3,
5037508,Maison d'Etre,26004097,Susan,,78737,30.23182,-97.91703,Private room,65,1,148,2020-03-14,1.64,2,25,0,
5046776,Camp Congress Airstream Park and House,22857707,Miles,,78704,30.25569,-97.74675,Entire home/apt,1575,2,128,2022-04-15,1.44,8,277,16,
5047878,SXSW - Just 12 Miles From Downtown,25721187,Eric,,78749,30.20842,-97.88367,Entire home/apt,545,1,0,,,1,0,0,
4303864,Luxury Apartment,22340703,Ceclie,,78723,30.29909,-97.70703,Entire home/apt,400,1,0,,,1,0,0,
5049688,Cute Modern East Home for SXSW!,4678938,Julian,,78721,30.27334,-97.67696,Entire home/apt,200,2,1,2015-03-17,0.01,1,0,0,
5050692,Central Tarrytown Austin Suite - for SWSW/ACL/UT!,4856304,Sue,,78703,30.29432,-97.7657,Entire home/apt,136,2,67,2022-05-29,1.69,1,68,26,
3875997,Ladybird Lake! Bike to everything! Extended stays.,13490996,Regina,,78741,30.24417,-97.73395,Entire home/apt,157,42,7,2022-03-17,0.07,1,128,1,
5094445,Take in a Dip in the Heated Pool at a Luxury SoCo Retreat,3626574,Bill,,78704,30.24503,-97.74745,Entire home/apt,228,1,740,2022-06-05,8.29,4,279,99,
